Beds,Baths,SQFT,Lot_Size,Has_Garage,New_Construction,Days_on_Market,Property_Type,Asking_Price,Sold_Price,Difference_in_Price,Stories,Condition,Parking_Spaces,Central_Air,Tax_Value,Property Age,distance_from_downtown,distance_from_metro,regions
0.5,1.0,741.0,9263.0,Yes,No,5,Single Family,875000.0,850000,-25000.0,3,Very Good,0,Yes,649500,83,8.100273998252876,1.5503350407951517,MD
3.0,2.0,1105.0,12559.0,No,No,19,Single Family,319900.0,325000,5100.0,3,Average,0,Yes,286233,55,9.307434308574434,3.0959714325679673,MD
1.0,1.5,533.0,2332.0,No,No,7,Townhouse,875000.0,915500,40500.0,3,Average,0,Yes,776820,101,2.148580944821926,0.6308469369850629,DC Other
1.0,3.0,576.0,750.0,No,No,20,Townhouse,729000.0,729000,0.0,3,Average,0,Yes,729000,112,1.75505251727631,0.5613443348143525,DC Other
3.0,4.5,1920.0,3450.0,No,No,7,Single Family,674900.0,725000,50100.0,3,Average,0,Yes,505470,98,3.505992612303142,0.4626494253924847,DC Other
3.0,1.5,4674.0,7065.0,No,No,7,Single Family,1025000.0,1025000,0.0,3,Very Good,0,Yes,1141830,70,2.625479277877059,1.0313222769294619,DC Other
4.0,2.5,775.0,0.0,No,No,5,Townhouse,812000.0,825000,13000.0,5,Average,1,Yes,894040,6,2.225301453577454,0.14484775639106937,DC Other
2.0,2.0,768.0,5625.0,No,No,4,Single Family,1099000.0,1099000,0.0,3,Very Good,0,Yes,908850,75,4.88832594961797,1.2797558841666739,DC Other
2.0,3.5,1528.0,5755.0,Yes,No,8,Single Family,1649000.0,1700000,51000.0,3,Average,0,Yes,1380780,92,4.489963510219311,1.0868438511971463,DC Other
2.0,2.5,1729.0,5000.0,Yes,No,6,Single Family,1099000.0,1280000,181000.0,3,Average,0,Yes,993680,85,4.64154285532776,0.7699353978910642,DC Other
1.0,1.0,5318.0,0.0,No,No,4,Townhouse,574900.0,578700,3800.0,3,Average,0,Yes,520000,42,5.0287665190837805,2.357817940509418,VA Arlington
1.0,4.5,1185.0,465.0,No,No,6,Townhouse,675900.0,665000,-10900.0,2,Average,0,Yes,738960,121,1.5932520550028484,0.9005633215783554,DC Other
5.0,2.5,786.0,17938.0,No,No,8,Single Family,670000.0,670000,0.0,3,Average,0,Yes,688367,59,9.489005256442143,3.96684839020941,MD
4.0,2.0,1011.0,8646.0,No,No,63,Single Family,1149000.0,1052000,-97000.0,3,Very Good,0,Yes,791660,56,6.271730349369173,1.3049999149279692,DC Other
3.0,1.0,726.0,952.0,No,No,8,Townhouse,1149900.0,1210000,60100.0,3,Very Good,0,Yes,1077740,114,1.1069966199566874,0.5521334796451715,DC Other
1.0,4.5,2936.0,0.05,No,No,26,Townhouse,999999.0,100000,-899999.0,2,Average,1,Yes,61000,71,6.5089641536490035,0.8493820344665268,MD
4.0,3.0,1402.0,0.01,Yes,No,7,Townhouse,1225000.0,1255000,30000.0,3,Average,2,Yes,1182950,19,4.110661529034929,0.716940853089863,DC Other
3.0,1.0,3245.0,952.0,No,No,8,Townhouse,1149900.0,1210000,60100.0,3,Very Good,0,Yes,1077740,114,1.1069966199566874,0.5521334796451715,DC Other
1.0,2.5,2766.0,0.05,No,No,26,Townhouse,999999.0,100000,-899999.0,2,Average,1,Yes,61000,71,6.5089641536490035,0.8493820344665268,MD
6.0,1.0,805.0,0.01,Yes,No,7,Townhouse,1225000.0,1255000,30000.0,3,Average,2,Yes,1182950,19,4.110661529034929,0.716940853089863,DC Other
3.0,2.5,2181.0,1785.0,No,No,4,Townhouse,325000.0,328000,3000.0,3,Very Good,2,Yes,285500,35,24.04135682002213,12.197011477718725,VA
5.0,3.0,1344.0,10454.0,Yes,No,6,Single Family,549000.0,598000,49000.0,2,Average,0,Yes,482710,39,20.773775544976814,4.693319676665978,VA
4.0,2.0,486.0,7989.0,Yes,No,6,Single Family,449900.0,449900,0.0,2,Average,0,Yes,389800,6,23.52968802326438,13.668505130346487,MD
5.0,3.5,2779.0,26223.0,Yes,No,3,Single Family,1395000.0,1500000,105000.0,3,Good,0,Yes,1033000,47,12.142611784267517,5.132872985105635,MD
2.0,1.0,1360.0,11577.0,Yes,No,8,Single Family,599900.0,678000,78100.0,3,Average,0,Yes,458133,31,15.95195051710639,5.547291848198968,MD
1.0,2.0,1002.0,1528.0,No,No,6,Townhouse,385000.0,385000,0.0,3,Very Good,0,Yes,183740,71,5.780223702734246,1.4615512548860718,DC River East
1.0,2.0,840.0,6173.0,Yes,No,13,Single Family,729900.0,740000,10100.0,3,Average,0,Yes,546200,24,18.150785034684016,6.661241454621757,MD
3.0,2.0,465.0,0.0,No,No,5,Townhouse,315000.0,320000,5000.0,3,Average,0,Yes,248760,38,20.79365860714618,6.179265808937444,VA
5.0,2.0,1945.0,1960.0,No,No,6,Townhouse,489000.0,490000,1000.0,3,Average,2,Yes,346200,33,18.102710808596367,4.212708005170019,MD
4.0,4.5,1183.0,2310.0,No,No,4,Townhouse,549500.0,549500,0.0,5,Average,2,Yes,444980,48,12.471816909787218,3.7466400559530535,VA
2.0,2.5,672.0,31052.0,No,No,12,Single Family,350000.0,360000,10000.0,1,Excellent,0,Yes,259467,75,16.643986520942185,7.436091583809261,MD
1.0,3.5,669.0,10890.0,No,No,8,Single Family,449900.0,470000,20100.0,2,Average,0,Yes,339833,52,9.111014517673791,1.3765931867483991,MD
4.0,2.0,774.0,11916.0,No,No,22,Single Family,450000.0,450000,0.0,2,Excellent,0,Yes,304800,47,13.295270615915943,6.508872085843342,MD
2.0,2.5,452.0,15805.0,Yes,No,3,Single Family,1395000.0,1425000,30000.0,3,Very Good,0,Yes,995500,44,16.516020944512555,6.040324358339995,MD
4.0,3.5,775.0,242.0,No,No,7,Townhouse,399900.0,399900,0.0,1,Excellent,0,Yes,437050,141,0.6725296253277625,0.41795362971386646,DC Other
3.0,2.0,976.0,1621.0,No,No,3,Townhouse,615000.0,618000,3000.0,4,Excellent,1,Yes,545300,36,8.98421360704277,0.5988687782816092,MD
2.0,3.5,4693.0,1262.0,Yes,No,34,Townhouse,1700000.0,1575000,-125000.0,4,Average,0,Yes,1452500,23,6.428689219185539,0.15737561076675496,MD
5.0,3.5,2709.0,9756.0,Yes,No,6,Single Family,745000.0,750000,5000.0,3,Excellent,0,Yes,606960,39,16.570333056926966,6.2953644329861485,VA
5.0,2.0,815.0,2600.0,No,No,7,Townhouse,355000.0,367000,12000.0,2,Average,1,Yes,276133,35,14.234975701536117,5.75558242563364,MD
2.0,1.0,1354.0,1800.0,No,No,11,Townhouse,1250000.0,1305000,55000.0,3,Excellent,0,No,601510,102,2.9428649258663078,0.782361460815972,DC Other
1.0,2.5,2828.0,11502.0,Yes,No,35,Single Family,439000.0,425000,-14000.0,2,Average,0,Yes,415000,32,15.825189887412696,5.861255048180448,MD
2.0,1.0,3038.0,896.0,No,No,1,Townhouse,715000.0,720000,5000.0,2,Average,0,Yes,657730,121,2.670918620349659,0.9739619021443752,DC Other
1.0,1.0,1166.0,0.0,No,No,2,Townhouse,599000.0,615000,16000.0,3,Average,0,Yes,550342,11,4.358572975182323,1.125707494380878,VA
2.0,3.5,2220.0,1890.0,No,No,28,Townhouse,299000.0,290000,-9000.0,2,Average,2,Yes,250960,50,20.14495049238228,3.6811551018554804,VA
2.0,3.0,1232.0,10986.0,No,No,6,Single Family,1095000.0,1205000,110000.0,2,Average,0,Yes,884000,69,5.660705081296233,1.5916544841131806,MD
3.0,1.0,1198.0,102423.0,No,No,13,Single Family,1200000.0,1120000,-80000.0,1,Average,0,Yes,860260,46,16.36340282553821,5.032732142347967,VA
3.0,3.5,1037.0,5871.0,No,No,6,Single Family,395000.0,430000,35000.0,2,Average,0,Yes,319000,75,10.29908418993863,1.416847331387806,MD
4.0,1.0,972.0,0.0,No,No,47,Townhouse,1195000.0,1060000,-135000.0,3,Average,0,Yes,904342,41,6.93646318315533,0.9436883791260988,VA
1.0,2.0,1593.0,4256.0,Yes,No,17,Townhouse,829900.0,830000,100.0,3,Average,0,Yes,660267,36,13.177372231394875,3.6284824757929544,MD
3.0,2.5,548.0,7813.0,Yes,No,7,Single Family,935000.0,950000,15000.0,3,Average,0,Yes,779480,82,7.899315258688365,2.0980910141322915,VA
1.0,2.5,2740.0,16834.0,No,No,41,Single Family,525000.0,500000,-25000.0,2,Average,0,Yes,447590,59,15.620833018286302,4.4449661743220314,VA
3.0,3.0,1316.0,832.0,No,No,66,Townhouse,1075000.0,1025000,-50000.0,3,Very Good,0,Yes,941480,114,0.9686157095955058,0.4902303309847384,DC Other
4.0,3.5,662.0,510.0,No,No,5,Townhouse,799000.0,799000,0.0,3,Very Good,0,Yes,758520,141,2.0217275133294956,0.7189528208260202,DC Other
4.0,4.5,968.0,1555.0,No,No,9,Townhouse,849000.0,849000,0.0,2,Excellent,0,Yes,833400,30,2.4904080204815617,0.7595159790980064,DC Other
4.0,2.5,700.0,1358.0,No,No,7,Townhouse,749900.0,757000,7100.0,2,Average,0,Yes,593500,98,3.447662353187449,0.45301668882799057,DC Other
4.0,3.0,1632.0,1081.0,No,No,17,Townhouse,825000.0,787000,-38000.0,2,Very Good,0,Yes,768110,116,3.1428805388032517,1.0182461177655648,DC Other
3.0,2.5,2066.0,7370.0,No,No,6,Single Family,419900.0,440000,20100.0,2,Average,0,Yes,373200,61,8.765606847145172,1.823673434673707,MD
4.0,2.5,2806.0,3375.0,Yes,No,3,Townhouse,1249000.0,1259000,10000.0,3,Average,0,Yes,845640,110,2.307599824695298,0.9001700974756818,DC Other
3.0,2.0,702.0,8798.0,No,No,26,Single Family,759900.0,730000,-29900.0,3,Average,0,Yes,488100,16,16.911967001051917,6.877747105911162,MD
3.0,1.0,2400.0,4097.0,Yes,No,31,Single Family,825000.0,690000,-135000.0,3,Average,0,Yes,684700,25,18.825297774344182,4.410095048099087,MD
1.0,2.0,2326.0,1826.0,No,No,14,Townhouse,495000.0,495000,0.0,3,Good,0,Yes,460550,44,16.801518896489334,0.8113977033731639,VA
3.0,2.0,1092.0,7274.0,No,No,20,Single Family,535000.0,500000,-35000.0,3,Very Good,0,Yes,436067,74,8.680985104084957,0.9002839558697603,MD
2.0,2.0,840.0,2034.0,No,Yes,1,Single Family,1199000.0,1199000,0.0,2,Excellent,0,No,746415,141,6.379360027058781,0.4225687277173278,VA
4.0,1.0,1731.0,1530.0,No,No,10,Townhouse,460000.0,485000,25000.0,3,Very Good,0,Yes,415590,43,17.17419481346657,1.254107147102603,VA
1.0,1.0,888.0,76399.0,No,No,5,Single Family,929900.0,929900,0.0,3,Very Good,0,Yes,755940,36,15.578709259257783,2.7553792074259467,VA
3.0,1.0,1265.0,15190.0,Yes,No,6,Single Family,864900.0,931000,66100.0,2,Excellent,0,Yes,610910,50,8.188878447985271,0.8361274766748259,VA
4.0,3.5,1300.0,1176.0,No,No,10,Townhouse,649510.0,650500,990.0,2,Very Good,0,Yes,411970,96,4.570049793843074,1.362803255741047,DC Other
5.0,3.0,1481.0,10811.0,Yes,No,8,Single Family,1225000.0,1394000,169000.0,2,Excellent,0,Yes,896470,65,5.917817915881878,1.7409949704131205,DC Other
3.0,2.5,1054.0,13605.0,Yes,No,11,Single Family,350000.0,345250,-4750.0,2,Average,0,No,275200,53,13.737467060337273,7.97374541745183,MD
3.0,3.0,1625.0,17221.0,Yes,No,29,Single Family,899900.0,899900,0.0,3,Average,0,Yes,837000,19,16.656777845898826,7.200524403646708,MD
3.0,3.0,2250.0,12741.0,Yes,No,4,Single Family,514900.0,540000,25100.0,2,Average,0,Yes,338300,59,17.03090548701134,7.20612423063115,MD
5.0,1.0,436.0,1000.0,No,No,3,Townhouse,409000.0,435000,26000.0,3,Average,0,Yes,350580,41,17.75946952579683,1.685096586037598,VA
1.0,1.0,2434.0,8294.0,No,No,4,Single Family,695000.0,716050,21050.0,2,Very Good,0,Yes,721000,48,5.0939719023382075,0.9480473286576346,VA Arlington
5.0,1.5,795.0,8596.0,No,No,7,Single Family,737000.0,720000,-17000.0,3,Average,0,Yes,652445,65,7.241039756358431,1.3110534768829771,VA
1.0,1.0,4466.0,1411.0,Yes,No,7,Townhouse,734000.0,734500,500.0,4,Average,0,Yes,604870,21,17.950322075756567,1.5328029766049138,VA
3.0,2.0,986.0,87120.0,Yes,No,5,Single Family,1495000.0,1575000,80000.0,3,Excellent,0,Yes,1215400,21,13.699457828921998,5.012643755558453,MD
2.0,3.5,2468.0,7760.0,No,No,7,Single Family,789000.0,859500,70500.0,2,Average,0,Yes,598800,67,8.308625071534529,1.4925220152693517,MD
3.0,3.5,1002.0,7500.0,No,No,12,Single Family,284900.0,292000,7100.0,2,Average,0,Yes,250400,57,7.568171187357557,2.4881987179516347,MD
4.0,4.5,1883.0,4679.0,Yes,No,11,Single Family,675000.0,646500,-28500.0,3,Average,0,Yes,509210,80,4.918956119993262,1.0992277127102,DC River East
4.0,2.0,465.0,2201.0,No,No,5,Townhouse,899000.0,966100,67100.0,3,Average,0,Yes,895540,82,4.036034608175188,0.616051247844432,DC Other
2.0,2.5,435.0,1856.0,No,No,3,Townhouse,599000.0,708000,109000.0,3,Average,0,No,462430,96,4.530825481293717,1.3230094717364191,DC Other
2.0,1.0,1872.0,1504.0,No,No,6,Townhouse,924900.0,950000,25100.0,3,Average,0,Yes,575850,111,3.145667016012804,0.5793114161682226,DC Other
3.0,2.0,548.0,1556.0,No,No,80,Townhouse,789000.0,755000,-34000.0,3,Average,0,Yes,780690,90,3.5398568882700454,0.299747492907116,DC Other
1.0,1.0,3618.0,1408.0,No,No,60,Townhouse,849000.0,830000,-19000.0,3,Average,0,No,733050,42,3.3831376392311365,1.0860912396563591,DC Other
1.0,2.5,557.0,800.0,No,No,5,Townhouse,739000.0,760000,21000.0,2,Average,0,Yes,272850,111,3.0767689400741185,0.6060314218053501,DC Other
4.0,4.5,2040.0,1388.0,No,No,1,Townhouse,940000.0,940000,0.0,3,Average,0,Yes,818380,121,2.972354523197571,0.7077595216252706,DC Other
1.0,1.0,5225.0,1280.0,Yes,No,1,Townhouse,1175000.0,1165000,-10000.0,2,Average,0,Yes,625950,113,3.116433217237697,0.7184036908444498,DC Other
1.0,2.0,1400.0,1513.0,No,No,4,Townhouse,1350000.0,1350000,0.0,3,Excellent,0,Yes,988160,111,1.583308019449243,0.8479375296853915,DC Other
1.0,2.0,1682.0,0.0,No,No,51,Townhouse,389000.0,370000,-19000.0,1,Average,0,Yes,384090,36,3.0994027967690427,0.715305361448549,DC Other
2.0,2.0,1092.0,6780.0,Yes,No,13,Single Family,939000.0,922000,-17000.0,3,Very Good,0,Yes,883500,20,14.256133962290805,2.3410765651338847,VA
2.0,1.0,1385.0,1850.0,No,No,156,Townhouse,1595000.0,1457000,-138000.0,3,Average,0,Yes,1481560,30,0.8023682791912584,0.4979860104589192,DC Other
4.0,1.0,1215.0,0.0,No,No,18,Townhouse,719900.0,692500,-27400.0,1,Very Good,0,Yes,616970,6,2.489826404704772,0.34332989684657317,DC Other
3.0,2.0,663.0,2000.0,No,No,10,Townhouse,1545000.0,1535000,-10000.0,3,Very Good,0,Yes,1155070,96,1.8442453993239578,1.1472497814764238,DC Other
2.0,1.5,704.0,1836.0,No,No,5,Townhouse,899900.0,900000,100.0,3,Excellent,0,Yes,881200,108,2.130938146609059,0.48138318946693914,DC Other
3.0,1.0,1645.0,1280.0,No,No,5,Townhouse,915000.0,1029300,114300.0,3,Average,0,Yes,768170,111,2.3212076198635816,0.49040610280623703,DC Other
4.0,2.0,1232.0,1656.0,No,No,5,Townhouse,799900.0,884000,84100.0,3,Average,0,Yes,619250,84,3.157201884574295,0.4912173409222363,DC Other
1.0,1.0,2641.0,0.0,Yes,No,77,Townhouse,565000.0,549000,-16000.0,3,Average,0,Yes,543333,6,8.67116963176649,3.321741747435668,MD
4.0,3.0,910.0,5005.0,No,No,6,Single Family,563000.0,586000,23000.0,3,Average,0,Yes,456390,106,4.05721944420933,1.2540834521514732,DC Other
3.0,2.0,3050.0,15690.0,Yes,No,5,Single Family,489000.0,499000,10000.0,3,Average,0,Yes,363500,27,15.705005424363861,5.932472371474046,MD
5.0,3.0,746.0,1365.0,Yes,No,30,Townhouse,1075000.0,1050000,-25000.0,4,Average,0,Yes,984400,5,6.77733989503931,1.2975541429450672,MD
2.0,2.5,2492.0,2500.0,No,Yes,22,Single Family,749900.0,749900,0.0,3,Very Good,0,Yes,58050,2,3.5791562342998837,1.1870292450712356,DC Other
2.0,1.0,1156.0,11394.0,No,No,10,Single Family,1599888.0,1550000,-49888.0,3,Very Good,0,Yes,1310940,2,12.270887003487152,0.7550526995678026,VA
1.0,2.5,851.0,6350.0,Yes,No,30,Single Family,1189000.0,1124000,-65000.0,3,Very Good,0,Yes,668300,121,3.688478080423829,0.6092557273067819,DC Other
5.0,2.5,1550.0,6937.0,Yes,No,4,Single Family,849900.0,880000,30100.0,2,Average,0,Yes,788900,73,5.5898064005133445,0.9037619584798867,VA Arlington
1.0,1.0,2320.0,896.0,No,No,12,Townhouse,895000.0,900000,5000.0,3,Excellent,0,Yes,690140,121,2.613886737354685,0.323675096094951,DC Other
1.0,1.0,1838.0,8469.0,No,No,29,Single Family,1295000.0,1250000,-45000.0,2,Excellent,0,Yes,935500,51,5.97083185377037,2.231478013119456,MD
1.0,1.0,1030.0,1927.0,No,No,6,Townhouse,998000.0,1125000,127000.0,3,Very Good,0,Yes,1004010,78,1.76435927844092,0.9466609231442737,DC Other
3.0,3.5,1374.0,7078.0,Yes,No,11,Single Family,1395000.0,1330000,-65000.0,3,Average,0,Yes,1567900,15,3.4030440982623977,0.8997235224504524,VA Arlington
3.0,1.0,2200.0,659.0,Yes,No,7,Townhouse,1249000.0,1249000,0.0,4,Average,0,Yes,1147930,12,2.6742408156766975,0.4335134741725851,DC Other
2.0,2.0,6000.0,0.03,Yes,No,36,Townhouse,399000.0,395000,-4000.0,2,Average,0,Yes,350667,6,9.46028848954035,0.77782367831932,MD
4.0,2.5,3016.0,6450.0,Yes,No,4,Single Family,1425000.0,1370000,-55000.0,2,Average,0,Yes,1004467,28,4.72308367550489,0.8737634251443238,MD
2.0,3.5,1325.0,800.0,No,No,5,Townhouse,749000.0,827000,78000.0,3,Average,0,No,613070,111,2.7483574396303077,0.9016554870464002,DC Other
2.0,1.0,3938.0,6000.0,Yes,No,8,Single Family,575000.0,597000,22000.0,3,Good,0,No,517200,112,4.093392370824561,1.2218626963666157,DC Other
1.0,1.0,3992.0,819.0,No,No,8,Townhouse,650000.0,657000,7000.0,1,Excellent,1,Yes,665090,101,2.636652392281838,0.8224528932644777,DC Other
1.0,2.0,1066.0,1278.0,No,No,56,Townhouse,1199000.0,1150000,-49000.0,3,Average,0,Yes,1112830,114,4.547343434835483,1.3254848504515253,DC Other
3.0,1.5,1285.0,2719.0,Yes,No,6,Townhouse,1500000.0,1551000,51000.0,4,Average,0,Yes,1293980,96,1.9632374799549601,1.1020881770204292,DC Other
4.0,2.0,857.0,2015.0,No,No,4,Townhouse,295000.0,359000,64000.0,2,Very Good,0,Yes,299350,20,5.15863664105999,0.322899182757844,DC River East
2.0,1.0,1403.0,11015.0,No,No,7,Single Family,515000.0,522000,7000.0,2,Very Good,0,Yes,442100,66,8.835821599156528,1.069386131632642,MD
1.0,2.0,1599.0,1542.0,No,No,7,Single Family,1249000.0,1225000,-24000.0,3,Average,0,Yes,664910,100,3.282594173115887,0.5498383898614222,DC Other
5.0,3.5,2580.0,1232.0,No,No,8,Townhouse,525000.0,495000,-30000.0,3,Average,0,No,330020,84,3.284646994891162,0.8238344937888696,DC Other
3.0,3.5,1588.0,2949.0,Yes,No,12,Townhouse,399500.0,422300,22800.0,3,Very Good,0,Yes,404380,82,5.452402869599767,1.246022391988577,DC River East
4.0,2.0,6581.0,1398.0,No,No,25,Townhouse,1050000.0,1025000,-25000.0,3,Excellent,0,Yes,874980,110,3.0677922281377703,0.6058619878708572,DC Other
2.0,3.5,1054.0,1840.0,No,No,14,Townhouse,775000.0,775000,0.0,3,Average,0,Yes,727830,111,3.7737031033770414,1.3207639922949121,DC Other
5.0,3.0,838.0,0.0,No,No,15,Townhouse,699555.0,699555,0.0,3,Very Good,0,Yes,683030,120,1.6974122901983062,0.6463879782568779,DC Other
4.0,2.0,1600.0,11920.0,Yes,No,8,Single Family,550000.0,646000,96000.0,3,Average,0,Yes,465800,24,15.945001084132743,5.992674120891687,MD
4.0,4.5,2717.0,6796.0,Yes,No,7,Single Family,565000.0,642000,77000.0,3,Excellent,0,Yes,470267,33,11.62530868712422,3.791531254390009,MD
2.0,1.0,1922.0,5500.0,No,No,20,Single Family,375000.0,380000,5000.0,2,Average,0,Yes,267733,71,9.969060507212067,0.4307830633760616,MD
4.0,3.0,2252.0,7548.0,Yes,No,13,Single Family,499900.0,570000,70100.0,3,Very Good,0,Yes,429900,26,8.63064465845611,2.1751464582608415,MD
4.0,3.0,4325.0,7000.0,No,No,7,Single Family,599900.0,615000,15100.0,3,Average,0,Yes,514300,28,9.497279798611988,1.7603816284177798,MD
3.0,3.0,944.0,2000.0,No,Yes,31,Townhouse,485000.0,491000,6000.0,3,Average,0,Yes,52040,1,6.150216027665036,0.9017883160620729,DC River East
2.0,6.0,2533.0,8884.0,Yes,No,4,Single Family,525000.0,550000,25000.0,3,Average,0,Yes,404567,31,19.94396660294923,3.4641227332178013,MD
7.0,2.0,1800.0,1323.0,No,No,58,Townhouse,1550000.0,1450000,-100000.0,3,Average,0,Yes,1288200,121,2.7448323442181097,0.8459354858370355,DC Other
3.0,2.5,2824.0,0.0,Yes,No,4,Townhouse,454900.0,457600,2700.0,3,Average,0,Yes,369560,29,17.226982008723198,4.622280700705441,VA
4.0,3.5,1215.0,1145.0,No,No,8,Townhouse,799000.0,805000,6000.0,2,Average,0,Yes,746340,44,1.2575222243056843,0.6436455786872761,DC Other
6.0,2.0,2916.0,0.0,Yes,No,3,Townhouse,759900.0,780000,20100.0,2,Average,0,Yes,700200,105,2.165897627698947,0.3121744042934379,DC Other
3.0,3.0,3418.0,1508.0,No,No,2,Townhouse,899000.0,1060000,161000.0,3,Average,0,Yes,766050,82,4.319777395797106,0.824902501956025,DC Other
2.0,3.5,1260.0,8454.0,Yes,No,25,Single Family,750000.0,724900,-25100.0,3,Average,0,Yes,629710,43,15.436504577660171,5.888729887298442,VA
4.0,2.5,2706.0,1409.0,Yes,No,3,Townhouse,1100000.0,1100000,0.0,4,Average,0,Yes,995054,7,5.241821660662141,0.5273299928667602,VA
2.0,3.5,539.0,2180.0,No,No,9,Townhouse,1395000.0,1503000,108000.0,4,Excellent,0,No,673900,96,2.749324237407489,0.9649307912177606,DC Other
4.0,2.0,1344.0,1600.0,No,No,10,Townhouse,499900.0,485000,-14900.0,3,Average,0,Yes,417690,36,14.719700421384761,4.82168807644978,VA
5.0,1.0,1736.0,1870.0,No,No,14,Townhouse,575000.0,575000,0.0,3,Very Good,2,Yes,491420,45,16.773981099018616,0.7810666472945952,VA
2.0,1.0,3781.0,1120.0,No,No,6,Townhouse,1124000.0,1100000,-24000.0,3,Average,0,Yes,962720,99,2.477842405606764,0.865011563875774,DC Other
1.0,1.0,2113.0,2250.0,No,No,8,Townhouse,325000.0,330000,5000.0,3,Average,0,Yes,232100,36,16.430721252850045,6.19688726061869,MD
1.0,1.5,3100.0,2078.0,No,No,34,Townhouse,410000.0,402350,-7650.0,3,Very Good,1,Yes,296800,37,8.495020221919331,0.6567830468249793,MD
3.0,2.5,2432.0,2267.0,No,No,7,Townhouse,439750.0,447000,7250.0,3,Excellent,0,Yes,378170,41,15.150975148012112,3.988492406925549,VA
3.0,2.0,7400.0,11286.0,Yes,No,4,Single Family,680000.0,750000,70000.0,4,Excellent,0,Yes,547110,55,14.437556409092613,4.247566998470787,VA
3.0,3.5,5318.0,889.0,No,No,30,Townhouse,1199900.0,1170000,-29900.0,3,Excellent,0,Yes,1197680,121,1.2757246947747947,0.1358130148692664,DC Other
5.0,5.5,3170.0,92783.0,Yes,No,6,Single Family,650000.0,626000,-24000.0,3,Very Good,0,Yes,523700,29,23.001791583322294,6.559935468972627,MD
5.0,2.0,3234.0,1272.0,No,No,10,Townhouse,969000.0,1052000,83000.0,2,Average,0,Yes,904260,141,2.1718817434105704,0.8523751646877227,DC Other
5.0,1.0,833.0,10513.0,No,No,4,Single Family,375000.0,390000,15000.0,2,Average,0,Yes,273367,47,9.861404378466817,4.3419912650718375,MD
5.0,1.5,3698.0,4500.0,No,No,2,Single Family,1450000.0,1495000,45000.0,4,Average,0,Yes,1026170,98,2.7258910969283945,1.179766286498276,DC Other
3.0,1.5,2457.0,1520.0,No,No,3,Townhouse,729000.0,760000,31000.0,3,Very Good,0,Yes,590520,95,2.7036900546847837,0.3806225537446409,DC Other
1.0,1.0,783.0,26225.0,Yes,No,8,Single Family,920000.0,900000,-20000.0,3,Average,0,Yes,842820,36,16.820258811257197,4.192217822429609,VA
5.0,2.0,2110.0,962.0,Yes,No,18,Townhouse,749500.0,749500,0.0,2,Average,0,Yes,660250,6,2.184342441455222,0.1776639591753503,DC Other
3.0,5.0,1028.0,18038.0,Yes,No,9,Single Family,649000.0,649000,0.0,3,Good,0,Yes,527967,40,17.429362606024227,1.1941227480818755,MD
4.0,3.0,765.0,1050.0,No,No,19,Townhouse,1275000.0,1249900,-25100.0,3,Average,0,Yes,1303870,121,1.592984481669092,1.0538814236930676,DC Other
2.0,2.5,1339.0,870.0,Yes,No,16,Townhouse,997000.0,990000,-7000.0,4,Excellent,0,Yes,966904,7,6.027598559104021,0.3023092192047524,VA
5.0,2.5,1360.0,1356.0,No,No,6,Townhouse,1750000.0,1750000,0.0,3,Very Good,0,Yes,1312020,121,1.5638830566731934,0.6589808061566025,DC Other
4.0,4.0,1724.0,7927.0,No,No,4,Single Family,949000.0,1035000,86000.0,3,Very Good,0,Yes,725600,65,8.39008455128652,0.9660808691110597,MD
3.0,1.0,1390.0,1616.0,No,No,14,Townhouse,1490000.0,1550000,60000.0,3,Excellent,0,Yes,1204130,141,1.090329882032608,0.16152265679474082,DC Other
4.0,1.0,5794.0,5263.0,Yes,No,3,Single Family,635000.0,650000,15000.0,3,Average,0,Yes,389800,84,6.219207015070403,0.9212723601688894,MD
3.0,3.5,1050.0,217800.0,Yes,No,7,Single Family,975000.0,1055000,80000.0,3,Excellent,0,Yes,697900,43,19.565890929790108,7.459572422454399,MD
3.0,2.5,5500.0,1254.0,Yes,No,26,Townhouse,1295000.0,1275000,-20000.0,3,Average,0,Yes,1225700,6,9.046915276846077,0.6680879293843333,MD
1.0,1.5,710.0,5004.0,Yes,No,5,Single Family,989000.0,1060000,71000.0,3,Average,0,Yes,778800,81,5.118184502623787,0.7361568990272305,MD
5.0,1.0,1294.0,2148.0,No,No,52,Townhouse,775000.0,765000,-10000.0,3,Average,0,No,667700,83,3.821180095935622,0.37691267822086333,VA Arlington
2.0,3.0,3583.0,5905.0,No,No,6,Single Family,369000.0,371000,2000.0,3,Average,0,Yes,298100,75,5.845583944352204,0.47929762196605824,MD
2.0,1.0,3540.0,25827.0,Yes,No,5,Single Family,1249000.0,1361000,112000.0,3,Excellent,0,Yes,979167,33,11.300788388649067,2.7270428995118117,MD
1.0,3.5,1930.0,5678.0,No,No,5,Single Family,1295000.0,1645000,350000.0,4,Excellent,0,Yes,1197450,109,3.3849377136043937,2.0544490331345657,DC Other
5.0,3.0,1037.0,12835.0,Yes,No,24,Single Family,775000.0,775000,0.0,2,Average,0,Yes,643470,56,13.460383488071896,2.935445200802908,VA
2.0,2.0,930.0,1800.0,Yes,No,7,Townhouse,389900.0,387500,-2400.0,3,Very Good,0,Yes,347000,23,20.022544049515524,10.328865355874353,MD
