Beds,Baths,SQFT,Lot_Size,Has_Garage,New_Construction,Days_on_Market,Property_Type,Asking_Price,Sold_Price,Difference_in_Price,Stories,Condition,Parking_Spaces,Central_Air,Tax_Value,Property Age,distance_from_downtown,distance_from_metro,regions
2.0,5.0,3160.0,1542.0,No,No,7,Townhouse,679000.0,726000,47000.0,3,Average,0,No,540300,96,2.604562674959004,0.6627988217245813,DC Other
4.0,3.5,1234.0,17093.0,Yes,No,9,Single Family,661000.0,667000,6000.0,3,Average,0,Yes,554700,18,21.83561921278697,10.573025765683624,VA
5.0,2.0,902.0,6238.0,Yes,No,8,Single Family,950000.0,1050000,100000.0,3,Excellent,0,Yes,786290,18,18.884642707845913,6.2807245276037476,VA
5.0,2.0,630.0,2310.0,No,No,8,Townhouse,625000.0,625000,0.0,3,Very Good,2,Yes,584030,42,13.049478510784942,0.39239357215610104,VA
6.0,2.0,2312.0,40394.0,Yes,No,100,Single Family,950000.0,900000,-50000.0,3,Average,0,Yes,1017167,59,11.697048806260357,5.546163664906897,MD
3.0,3.0,1461.0,10596.0,No,No,5,Single Family,700000.0,770000,70000.0,3,Average,0,Yes,758900,65,9.239145542684184,1.869644713997222,MD
3.0,2.0,2131.0,15246.0,Yes,No,9,Single Family,1449950.0,1515000,65050.0,4,Average,0,Yes,1245690,8,11.728396955860317,1.0905647929285092,VA
3.0,3.5,2100.0,13262.0,No,No,5,Single Family,819000.0,835000,16000.0,2,Excellent,0,Yes,582100,57,12.471021335106423,2.739530207549665,MD
1.0,3.0,1501.0,3216.0,Yes,No,1,Single Family,489900.0,495000,5100.0,3,Average,0,Yes,434300,16,22.63744676564947,12.717734782617546,MD
3.0,2.5,1651.0,7305.0,Yes,No,5,Single Family,525000.0,605555,80555.0,3,Average,0,No,399600,38,24.095076430810384,8.1767372416299,MD
1.0,1.0,2978.0,4000.0,Yes,No,6,Single Family,995000.0,1330000,335000.0,3,Good,0,Yes,1044590,83,4.132121684500207,1.1084552597231863,DC Other
1.0,1.5,966.0,766.0,No,No,17,Townhouse,670000.0,670000,0.0,3,Average,1,Yes,567460,97,4.291128483593645,0.7746395365091786,DC Other
2.0,2.5,4172.0,7637.0,Yes,No,8,Single Family,735000.0,757500,22500.0,3,Average,0,Yes,667500,66,7.0354644842257805,1.9105507234513759,MD
4.0,3.5,500.0,3827.0,No,No,25,Townhouse,270000.0,265000,-5000.0,2,Average,0,Yes,190800,71,8.794441628674567,1.1832166921504121,MD
4.0,2.0,1653.0,5240.0,No,No,2,Single Family,1200000.0,1250000,50000.0,3,Average,0,Yes,974880,91,5.83703443625668,0.4062962118132921,VA
3.0,3.0,1630.0,4050.0,No,No,2,Single Family,1020000.0,1035000,15000.0,2,Average,0,No,891140,86,4.942738914658207,1.3973008359013488,DC Other
3.0,1.0,2466.0,12887.0,Yes,No,13,Single Family,750000.0,750000,0.0,3,Average,0,Yes,636500,48,13.824529624667342,2.7167113540279444,MD
2.0,2.5,1476.0,40011.0,Yes,No,62,Single Family,1495000.0,1300000,-195000.0,3,Average,0,Yes,1174400,20,14.862384291934214,4.171819379797818,MD
4.0,3.0,3152.0,5218.0,Yes,No,5,Single Family,700000.0,757800,57800.0,3,Excellent,0,Yes,594033,21,17.756045252540716,3.0936459757533803,MD
1.0,1.0,526.0,3578.0,No,No,5,Single Family,1175000.0,1327000,152000.0,3,Very Good,0,Yes,1062630,95,2.6222030141564274,1.4163826278602138,DC Other
2.0,2.5,2106.0,15242.0,Yes,No,55,Single Family,1295000.0,1195000,-100000.0,3,Average,0,Yes,1130100,21,15.17032986554867,3.8347095904804824,MD
3.0,3.0,1688.0,13884.0,No,No,4,Single Family,785000.0,891500,106500.0,3,Average,0,Yes,648000,82,7.176638438567413,1.2533409668556645,MD
4.0,4.5,1932.0,4928.0,No,No,3,Single Family,1049000.0,1080000,31000.0,3,Average,0,Yes,940380,85,4.45860127438288,1.0182798669797515,DC Other
4.0,2.5,1960.0,7075.0,Yes,No,1,Single Family,1200000.0,1160000,-40000.0,3,Very Good,0,Yes,881370,83,5.344803877449626,1.6114199413605863,DC Other
3.0,2.5,5300.0,740.0,No,No,7,Townhouse,979000.0,980000,1000.0,3,Average,0,Yes,951360,121,2.5999128855000873,1.0869647096368904,DC Other
3.0,3.0,1420.0,1224.0,No,No,5,Townhouse,815000.0,825000,10000.0,2,Very Good,0,Yes,807290,115,2.6966778195721903,0.8658907098572131,DC Other
4.0,2.0,1116.0,6165.0,Yes,No,1,Single Family,1200000.0,1155000,-45000.0,3,Very Good,0,Yes,1035960,78,4.457706208052365,0.90981255585298,DC Other
2.0,1.5,4367.0,9086.0,No,No,5,Single Family,899000.0,890000,-9000.0,2,Very Good,0,Yes,738500,63,7.306202948338021,2.3720957006419248,MD
3.0,3.0,2330.0,2665.0,No,No,4,Townhouse,995000.0,1055000,60000.0,4,Average,0,Yes,817970,105,3.0435826540912254,1.2126272639733868,DC Other
4.0,1.0,2400.0,5426.0,No,No,7,Single Family,995000.0,1115000,120000.0,3,Very Good,0,Yes,934590,94,4.940786266192319,1.3410747346069332,DC Other
4.0,1.0,1860.0,2313.0,Yes,No,6,Townhouse,799000.0,811500,12500.0,3,Very Good,0,No,821860,91,4.297369522723889,0.8313334834989018,DC Other
1.0,3.0,778.0,7099.0,No,No,8,Single Family,1195000.0,1270000,75000.0,3,Very Good,0,Yes,870200,71,5.825210550851357,1.874928686741845,MD
3.0,3.0,2696.0,1488.0,No,No,6,Townhouse,799000.0,810000,11000.0,2,Very Good,0,Yes,844900,121,2.862271089524596,0.8973152404833102,DC Other
4.0,2.0,1149.0,6375.0,Yes,No,5,Single Family,1529000.0,1585000,56000.0,3,Excellent,0,Yes,1400750,110,4.406160634932655,0.7544445250741197,DC Other
3.0,3.5,1000.0,9600.0,No,No,15,Single Family,1200000.0,1150000,-50000.0,3,Very Good,0,Yes,871633,73,5.551386997104358,1.745799178831086,MD
5.0,3.5,3934.0,5956.0,Yes,No,6,Single Family,1049000.0,1060000,11000.0,3,Very Good,0,No,1024300,90,4.718680610851117,1.2140015351997129,DC Other
4.0,3.5,1613.0,11047.0,Yes,No,101,Single Family,849000.0,805000,-44000.0,3,Average,0,Yes,720500,62,8.004778338224181,2.3311031346204483,MD
4.0,5.5,3990.0,9425.0,Yes,No,31,Single Family,1629000.0,1620000,-9000.0,4,Good,0,Yes,1515790,93,4.867609739619495,1.217094042324396,DC Other
6.0,2.0,3365.0,10800.0,No,No,5,Single Family,1395000.0,1500000,105000.0,3,Average,0,Yes,1247930,111,5.192306608445363,1.278623524473032,DC Other
2.0,2.5,436.0,5080.0,Yes,No,1,Single Family,1229000.0,1225000,-4000.0,3,Very Good,0,Yes,967860,87,5.16533381172842,1.4108817236914186,DC Other
3.0,2.5,1750.0,5137.0,No,No,5,Single Family,849000.0,985000,136000.0,3,Good,0,Yes,909650,56,4.687902717839034,0.8232399267563286,DC Other
5.0,2.5,2439.0,10238.0,Yes,No,1,Single Family,1250000.0,1220000,-30000.0,3,Very Good,0,Yes,932700,72,5.795433313268623,2.03185167275927,MD
3.0,3.0,1783.0,1184.0,No,No,2,Townhouse,650000.0,701000,51000.0,2,Good,1,No,639063,42,6.0398583706614115,0.5557574471076292,VA
2.0,2.5,749.0,0.0,Yes,No,2,Townhouse,435000.0,435000,0.0,3,Average,0,Yes,392030,25,17.361568301326358,2.529299867527018,VA
4.0,1.0,700.0,900.0,No,No,7,Townhouse,288000.0,295000,7000.0,3,Average,0,Yes,249300,22,17.408254475006355,7.267881292256142,MD
2.0,3.0,1203.0,1000.0,No,No,10,Townhouse,375000.0,385000,10000.0,3,Average,0,Yes,304100,27,22.841136101797403,7.296119974924518,MD
5.0,2.0,3295.0,5000.0,No,No,38,Single Family,375000.0,360000,-15000.0,1,Average,0,Yes,290600,69,14.022096318201498,2.1701943102509804,MD
1.0,1.0,1781.0,21382.0,Yes,No,44,Single Family,1349000.0,1277000,-72000.0,2,Average,0,Yes,1156950,61,8.4966017123007,2.2543394793457936,VA
4.0,4.0,494.0,21931.0,Yes,No,20,Single Family,825000.0,812000,-13000.0,3,Average,0,Yes,765440,26,19.39009496205556,3.679992111048112,VA
4.0,1.0,450.0,8249.0,Yes,No,6,Single Family,975000.0,1125000,150000.0,3,Excellent,0,Yes,885333,50,8.347627402479008,0.9207380398405743,MD
3.0,1.0,3050.0,964.0,No,No,8,Townhouse,999000.0,965000,-34000.0,3,Very Good,0,No,827590,112,2.3741424400087072,0.8543769707132518,DC Other
4.0,2.0,4334.0,3700.0,No,No,2,Single Family,1049000.0,1250000,201000.0,3,Excellent,0,Yes,856470,92,4.164689221097936,0.80257482711452,DC Other
2.0,1.0,3643.0,4800.0,No,No,13,Single Family,485000.0,485000,0.0,1,Average,0,Yes,436933,79,7.760382200210007,3.2033542478256636,MD
2.0,2.5,885.0,1476.0,Yes,No,6,Townhouse,789700.0,789700,0.0,3,Very Good,0,Yes,520580,96,3.4482175792395062,0.8359762086848003,DC Other
2.0,1.0,2369.0,4601.0,No,No,6,Single Family,1350000.0,1560000,210000.0,3,Very Good,0,Yes,1098050,86,4.496763784196945,1.0035248259756908,DC Other
3.0,2.5,1748.0,21078.0,No,No,11,Single Family,1100000.0,1060000,-40000.0,2,Excellent,0,Yes,1106133,56,9.217106449117866,2.2672184622664537,MD
5.0,2.0,2117.0,3320.0,No,No,7,Single Family,994000.0,1150500,156500.0,3,Very Good,0,Yes,933840,88,4.542126065297413,0.36197524977262696,DC Other
2.0,1.0,3300.0,2064.0,No,No,96,Townhouse,1695000.0,1625000,-70000.0,3,Very Good,0,Yes,1686290,121,1.4738854416974583,0.9928779858039617,DC Other
3.0,3.5,2392.0,3600.0,No,No,2,Single Family,949000.0,1000000,51000.0,3,Excellent,0,Yes,880060,86,4.237876479295954,0.5758396943375873,DC Other
5.0,3.0,2026.0,39429.0,Yes,No,30,Single Family,1898000.0,1850000,-48000.0,3,Excellent,0,Yes,1590800,64,8.952673254158496,2.3716823674032135,MD
4.0,2.5,3731.0,3600.0,Yes,No,2,Single Family,865000.0,911000,46000.0,3,Average,0,Yes,820620,82,4.062069419047376,0.8423163693791468,DC Other
1.0,3.0,1450.0,10994.0,No,No,6,Single Family,1599000.0,1599000,0.0,3,Very Good,0,Yes,1669000,80,3.731151525787234,0.3834357476493167,DC Other
4.0,2.0,3638.0,3712.0,No,No,2,Townhouse,1700000.0,1700000,0.0,3,Very Good,0,Yes,1599090,97,2.3934581339324645,1.0290194246715672,DC Other
2.0,1.0,504.0,7924.0,No,No,2,Single Family,750000.0,772500,22500.0,3,Average,0,Yes,623600,71,7.498173882701609,0.27474216260229345,MD
5.0,1.5,2445.0,2200.0,No,No,2,Townhouse,1520000.0,1520000,0.0,4,Average,0,No,1382080,104,2.0520057110845804,0.8826602648407754,DC Other
2.0,3.0,2829.0,6555.0,No,No,17,Single Family,1300000.0,1300000,0.0,3,Major Rehab Needed,0,Yes,1343350,136,2.1847457014278935,0.7868066500523216,DC Other
4.0,3.5,8614.0,9309.0,No,No,7,Single Family,1025000.0,1030000,5000.0,3,Very Good,0,Yes,895167,73,5.539283111035454,1.7703814761099361,MD
3.0,3.0,2207.0,3259.0,Yes,No,9,Townhouse,1049000.0,1049000,0.0,3,Average,0,No,844190,95,2.3430443433976333,1.654558822065017,DC Other
3.0,3.5,1488.0,5748.0,Yes,No,8,Single Family,889000.0,989000,100000.0,3,Very Good,0,Yes,832010,89,1.589696832292623,1.0694788934024326,DC Other
3.0,2.5,1171.0,9335.0,Yes,No,1,Single Family,1075000.0,1075000,0.0,3,Very Good,0,Yes,1257800,87,5.105568855554577,1.3533986463112735,DC Other
4.0,4.0,3305.0,7660.0,Yes,No,7,Single Family,949000.0,1137000,188000.0,3,Very Good,0,Yes,1016730,83,5.179590398187132,1.6827778851072177,DC Other
4.0,2.5,1878.0,7017.0,Yes,No,37,Single Family,1250000.0,1227500,-22500.0,3,Very Good,0,Yes,987180,81,4.497932689542539,1.43016417692727,DC Other
3.0,4.0,4140.0,5515.0,Yes,No,125,Single Family,1450000.0,1240000,-210000.0,3,Very Good,0,Yes,2065000,46,4.502966726793545,0.9711882969860018,DC Other
5.0,2.0,5213.0,7659.0,No,No,7,Single Family,1150000.0,1395000,245000.0,4,Excellent,0,Yes,1143700,64,5.398751270077907,0.7125965138634541,MD
2.0,2.0,2014.0,5000.0,Yes,No,6,Single Family,1195000.0,1390000,195000.0,3,Average,0,Yes,897310,89,4.106594515862488,1.0846935571477405,DC Other
3.0,3.5,2544.0,4290.0,Yes,No,6,Single Family,1100000.0,1375500,275500.0,4,Average,0,Yes,794640,83,4.8447051262503775,1.4281877449622988,DC Other
4.0,1.0,1930.0,5702.0,No,No,34,Single Family,1299000.0,1250000,-49000.0,3,Very Good,0,Yes,1239750,64,4.475951082743913,1.5033871141758164,DC Other
3.0,3.5,1045.0,6840.0,No,No,9,Single Family,1240000.0,1274000,34000.0,3,Very Good,0,Yes,1017420,80,4.485761306624911,0.9512350819784499,DC Other
5.0,4.0,1290.0,1833.0,No,No,7,Townhouse,1500000.0,1725000,225000.0,3,Very Good,0,Yes,1532090,121,0.8355549096105733,0.2846165009433023,DC Other
5.0,3.5,1990.0,5100.0,No,No,6,Single Family,995000.0,1250000,255000.0,3,Average,0,Yes,908130,91,4.548854732174785,1.3607004937632288,DC Other
0.5,4.5,3330.0,1628.0,No,No,6,Townhouse,1600000.0,1796000,196000.0,2,Excellent,0,Yes,1358140,93,1.7369401861793097,1.0419766719318322,DC Other
5.0,2.5,1969.0,6505.0,Yes,No,1,Single Family,1100000.0,1300000,200000.0,3,Average,0,Yes,1023280,93,4.8372522001995035,0.9567373390250978,DC Other
4.0,6.5,962.0,6875.0,No,No,1,Single Family,1000000.0,1250000,250000.0,3,Average,0,Yes,894050,73,4.950761111275195,1.5541824386756213,DC Other
5.0,4.0,2180.0,24861.0,Yes,No,40,Single Family,1150000.0,1150000,0.0,2,Average,0,Yes,1084500,65,6.810897095647144,2.4723517753671604,MD
5.0,3.5,945.0,4715.0,Yes,No,8,Single Family,1450000.0,1390000,-60000.0,3,Average,0,Yes,930920,98,4.373676029085456,0.4417675647601746,DC Other
2.0,2.5,4290.0,9264.0,Yes,No,4,Single Family,1295000.0,1495000,200000.0,4,Excellent,0,Yes,1139960,73,4.636505635970835,1.6145820679580836,DC Other
2.0,2.5,1869.0,4500.0,No,No,57,Townhouse,1049000.0,985000,-64000.0,3,Very Good,0,Yes,802830,96,4.688214738403471,0.2217787459049242,DC Other
4.0,3.0,4160.0,40231.0,Yes,No,26,Single Family,1820000.0,1820000,0.0,3,Very Good,0,Yes,1566233,34,12.127979623288956,4.1199427968963285,MD
4.0,3.5,1908.0,87120.0,Yes,No,4,Single Family,1300000.0,1355000,55000.0,3,Very Good,0,Yes,1061400,21,17.794112859391838,7.610146694590929,MD
4.0,2.0,1980.0,7104.0,No,No,22,Single Family,735000.0,749000,14000.0,3,Average,0,Yes,451600,69,8.88389311319425,0.7336723802812796,MD
2.0,2.5,530.0,6006.0,Yes,No,8,Single Family,1124900.0,1200000,75100.0,3,Excellent,0,Yes,1148800,32,10.064065412172516,4.408997816375598,MD
3.0,2.5,1812.0,9104.0,Yes,No,11,Single Family,775000.0,800000,25000.0,3,Very Good,0,Yes,576533,32,20.254504044910938,4.575383909601937,MD
3.0,2.5,965.0,1500.0,No,No,5,Townhouse,395000.0,401500,6500.0,3,Excellent,0,Yes,340700,25,19.647974776007487,3.8747439112735913,MD
3.0,2.0,1596.0,10179.0,Yes,No,7,Single Family,675000.0,675000,0.0,2,Excellent,0,Yes,583300,36,15.748568033221972,1.000445607921949,MD
3.0,2.5,2479.0,9130.0,No,No,7,Single Family,750000.0,805109,55109.0,3,Very Good,0,Yes,673400,59,9.376542100492431,2.096069333305135,MD
3.0,1.5,1558.0,1423.0,No,No,15,Townhouse,589900.0,589900,0.0,3,Very Good,0,Yes,524880,7,4.743570556897434,1.4838356284879113,DC Other
2.0,3.5,3040.0,12607.0,Yes,No,10,Single Family,727000.0,700000,-27000.0,3,Very Good,0,Yes,659090,46,13.356230981758992,4.330316663157614,VA
4.0,2.5,4911.0,10510.0,Yes,No,4,Single Family,549900.0,580000,30100.0,3,Excellent,0,Yes,509490,35,20.58933009250149,5.569530807720512,VA
3.0,2.0,1968.0,1820.0,No,No,2,Townhouse,295000.0,305000,10000.0,2,Average,1,Yes,270010,34,16.184828494200243,4.980514040676617,VA
5.0,4.0,1786.0,1925.0,No,No,7,Single Family,1600000.0,1726000,126000.0,4,Excellent,0,Yes,1186150,107,4.328059431611564,0.7575995225438754,DC Other
4.0,1.0,2008.0,776.0,Yes,No,7,Townhouse,799000.0,838100,39100.0,4,Average,0,Yes,783480,9,2.8603951443793547,0.2624799642428188,DC Other
4.0,1.0,1910.0,9181.0,No,No,1,Single Family,449900.0,456000,6100.0,2,Average,0,Yes,406800,60,11.600267793557562,2.0081585295497537,MD
1.0,3.5,3300.0,1312.0,No,No,28,Townhouse,799900.0,775000,-24900.0,3,Excellent,0,Yes,664750,96,3.4182399522535323,0.9215242416738731,DC Other
3.0,4.0,3192.0,4680.0,No,No,4,Single Family,875000.0,908500,33500.0,3,Very Good,0,Yes,549980,91,5.108891911265246,2.0107208567971826,DC Other
5.0,1.5,2030.0,3965.0,No,No,34,Single Family,875000.0,850000,-25000.0,3,Average,0,Yes,801100,82,4.439577185640623,0.5291991322553,DC Other
4.0,3.0,3900.0,1602.0,No,No,9,Townhouse,975000.0,1056000,81000.0,3,Average,0,Yes,831340,96,3.429924269971384,0.5566636105276146,DC Other
3.0,3.0,1438.0,1760.0,Yes,No,11,Townhouse,549000.0,549000,0.0,3,Average,0,Yes,505200,27,12.424365676217345,1.5678893969896108,VA
2.0,3.5,1204.0,1550.0,Yes,No,11,Townhouse,510000.0,510000,0.0,3,Very Good,0,Yes,428400,31,9.069831950355258,1.2707809784703512,MD
4.0,3.5,340.0,1188.0,No,No,59,Townhouse,550000.0,522500,-27500.0,3,Below Average,0,No,504110,105,2.248823730902631,0.2775883353242928,DC Other
5.0,2.5,855.0,1827.0,Yes,No,3,Townhouse,699900.0,710000,10100.0,3,Average,0,No,583730,91,4.023011206493809,1.524710103710809,DC Other
3.0,2.5,603.0,1447.0,No,No,5,Townhouse,975000.0,1100000,125000.0,2,Average,0,Yes,848830,121,1.3425919883144024,0.29104849445326325,DC Other
2.0,2.5,650.0,12549.0,Yes,No,3,Single Family,762000.0,860000,98000.0,3,Very Good,0,Yes,641000,36,16.79240787780204,4.731745316124891,MD
2.0,2.0,1824.0,14853.0,Yes,No,6,Single Family,849900.0,850000,100.0,3,Average,0,Yes,737500,46,13.506582993311973,3.7752113251288923,MD
3.0,2.5,1020.0,1200.0,No,No,3,Townhouse,335900.0,365000,29100.0,3,Very Good,2,Yes,313080,28,20.65858571971982,8.097197773409007,VA
3.0,3.5,872.0,0.0,No,No,3,Townhouse,514999.0,531000,16001.0,3,Average,2,Yes,461703,32,8.015470385378974,0.6133835675759907,VA
2.0,2.0,1152.0,6534.0,Yes,No,24,Single Family,800000.0,731000,-69000.0,3,Below Average,0,Yes,797110,35,16.04386015789046,1.2203804490644465,VA
3.0,1.5,1291.0,2112.0,No,No,5,Townhouse,865000.0,865000,0.0,3,Average,0,Yes,763270,29,10.18253676887488,0.7045387973895696,VA
2.0,1.0,750.0,8725.0,No,No,125,Single Family,325000.0,300000,-25000.0,2,Average,0,Yes,461733,28,5.926956821626733,1.0889461532264,MD
0.5,1.0,4611.0,8211.0,Yes,No,6,Single Family,549000.0,551000,2000.0,3,Average,0,Yes,497600,71,8.724246151986486,2.027601036435768,MD
2.0,1.0,1871.0,1504.0,No,No,3,Townhouse,489999.0,530000,40001.0,3,Good,0,Yes,385810,72,4.106226544181156,0.3041188232267362,DC Other
2.0,1.0,3076.0,12251.0,Yes,No,60,Single Family,369000.0,371000,2000.0,2,Very Good,0,Yes,294200,55,16.61524567899645,6.666685532183268,MD
1.0,1.5,1776.0,5000.0,Yes,No,6,Single Family,449900.0,480000,30100.0,2,Average,0,Yes,360460,18,6.255220250801431,0.806177148736062,DC River East
4.0,2.0,709.0,2475.0,No,No,6,Townhouse,399000.0,410000,11000.0,2,Very Good,0,Yes,317610,125,3.963525982977295,0.821353834264535,DC River East
3.0,4.0,1876.0,12375.0,Yes,No,8,Single Family,275000.0,275000,0.0,1,Very Good,0,Yes,170800,94,9.340026331459718,3.083148703241144,MD
3.0,2.5,1600.0,4599.0,No,No,8,Single Family,899000.0,895000,-4000.0,3,Average,0,Yes,817760,72,4.400279245758117,1.0211834738668901,DC Other
3.0,2.0,5602.0,10001.0,Yes,No,4,Single Family,775000.0,850000,75000.0,3,Average,0,Yes,800000,87,7.317544625577196,1.9452145698045398,MD
3.0,1.0,1825.0,1589.0,No,No,13,Townhouse,644900.0,655000,10100.0,3,Very Good,0,Yes,745220,87,3.9989256015143266,1.2151255711141482,DC Other
2.0,3.5,1790.0,3750.0,No,No,6,Townhouse,424400.0,450000,25600.0,3,Average,0,Yes,265450,81,6.029809899184007,0.8003394218296321,DC River East
1.0,4.0,1827.0,7022.0,Yes,No,14,Single Family,525000.0,525000,0.0,2,Very Good,0,Yes,408600,31,5.268570492752173,1.2818820326173064,MD
3.0,4.0,722.0,1328.0,No,No,18,Townhouse,1175000.0,1175000,0.0,3,Average,0,Yes,990840,121,2.813601379762592,0.8898758618435569,DC Other
5.0,2.0,1440.0,4881.0,No,No,5,Single Family,450000.0,511000,61000.0,2,Average,0,Yes,320600,41,22.663430943285125,7.197532548208191,MD
3.0,2.0,833.0,2614.0,No,No,5,Townhouse,505000.0,517500,12500.0,3,Very Good,0,Yes,448280,9,24.817597405994572,8.976036863112453,VA
2.0,1.0,2612.0,9257.0,No,No,1,Single Family,1199000.0,1205750,6750.0,3,Average,0,Yes,1052400,81,7.296210071478232,0.7549580078219035,MD
2.0,2.0,732.0,5839.0,No,No,13,Single Family,799900.0,850000,50100.0,3,Very Good,0,Yes,790920,96,3.6941871788848575,2.324808925430408,DC Other
3.0,3.5,593.0,1024.0,No,No,6,Townhouse,769000.0,772400,3400.0,2,Average,0,Yes,619430,112,2.7869734921340505,0.866130318671726,DC Other
3.0,1.0,843.0,0.0,No,No,5,Townhouse,699000.0,712500,13500.0,2,Very Good,0,Yes,634000,95,3.338355893405383,0.6342285260705194,DC Other
3.0,2.5,3737.0,1120.0,No,No,17,Townhouse,799000.0,750000,-49000.0,2,Average,0,Yes,711940,121,2.925031454188245,0.780122867206016,DC Other
2.0,2.5,2045.0,1762.0,No,No,8,Townhouse,995000.0,1200000,205000.0,3,Average,0,Yes,1019240,111,2.23159800181707,0.628301750020226,DC Other
3.0,2.0,2176.0,1312.0,No,No,3,Townhouse,647000.0,660000,13000.0,3,Very Good,0,Yes,599220,96,3.4419550852300995,0.8565228248048864,DC Other
2.0,4.5,1602.0,4600.0,No,No,7,Single Family,679900.0,690000,10100.0,3,Excellent,0,Yes,459200,84,3.6049043366926816,1.2455630452096538,DC Other
3.0,3.5,457.0,1213.0,No,No,2,Townhouse,869000.0,869000,0.0,3,Average,0,Yes,641030,99,3.077725808345106,0.928363065001177,DC Other
3.0,3.0,3010.0,3125.0,No,No,5,Townhouse,999900.0,1050000,50100.0,2,Average,0,Yes,919520,81,3.332292503280302,1.9639019584414863,DC Other
2.0,2.5,1803.0,7630.0,No,No,21,Single Family,675000.0,660000,-15000.0,3,Average,0,Yes,544467,73,6.3448447771587535,0.39917522261638844,MD
3.0,2.0,1520.0,20743.0,Yes,No,10,Single Family,1299000.0,1299000,0.0,3,Very Good,0,Yes,1259000,52,8.11542669624616,3.1205921447743323,MD
3.0,2.5,2004.0,1696.0,No,No,6,Townhouse,669000.0,669000,0.0,3,Average,2,Yes,644720,95,4.647960901009971,1.5857818008331628,DC Other
4.0,3.5,750.0,6000.0,No,No,5,Single Family,845000.0,850000,5000.0,2,Average,0,Yes,737800,57,1.774914025369257,0.5196813127988792,VA Arlington
3.0,2.0,1077.0,1038.0,No,No,4,Townhouse,899000.0,950000,51000.0,3,Excellent,0,Yes,816680,96,2.030235846177925,0.17160536256690537,DC Other
5.0,2.0,4814.0,2849.0,No,No,5,Townhouse,910000.0,995000,85000.0,2,Very Good,0,Yes,855570,83,4.268008472440644,0.8929312564780972,DC Other
2.0,1.0,1352.0,1372.0,No,No,5,Townhouse,1050000.0,1150000,100000.0,3,Average,0,Yes,972860,121,1.4105077420391956,0.2808605906042421,DC Other
2.0,2.0,1712.0,1323.0,No,No,61,Townhouse,1250000.0,1150000,-100000.0,3,Average,0,Yes,1034000,95,0.690340490601484,0.3070648527594496,DC Other
1.0,4.5,3390.0,12253.0,Yes,No,6,Single Family,475000.0,505000,30000.0,3,Average,0,Yes,405000,38,20.526040852258816,4.117214985039832,MD
4.0,1.0,720.0,8750.0,No,No,1,Single Family,410000.0,410000,0.0,2,Average,0,Yes,360067,74,8.966743277194647,1.468535273557762,MD
3.0,2.0,672.0,1320.0,No,No,6,Townhouse,825000.0,825000,0.0,3,Below Average,0,Yes,801120,97,2.3561897273246184,0.755528328750436,DC Other
0.5,2.5,1128.0,24361.0,No,No,112,Single Family,2150000.0,1975000,-175000.0,3,Very Good,0,Yes,1866370,99,3.509598377405828,0.4306079775195147,DC Other
3.0,1.0,762.0,1416.0,No,No,7,Townhouse,730000.0,751150,21150.0,0,Very Good,0,Yes,541860,104,2.3886091751933014,0.2341274109907555,DC Other
3.0,1.0,2127.0,5675.0,Yes,No,4,Single Family,515000.0,535000,20000.0,3,Average,0,Yes,491000,6,7.6454449418762795,1.0736308927861982,MD
1.0,1.0,752.0,2019.0,No,No,7,Townhouse,389000.0,430000,41000.0,3,Very Good,2,Yes,353100,38,10.375641943036289,1.9027872086012019,MD
6.0,3.0,1378.0,4439.0,Yes,No,8,Townhouse,1249900.0,1405777,155877.0,3,Average,0,Yes,1020300,91,3.292404017155046,0.27189973349561286,DC Other
6.0,2.0,706.0,15463.0,Yes,No,51,Single Family,1975000.0,1850000,-125000.0,3,Excellent,0,Yes,1704530,5,8.543554922016808,2.027394953056637,VA
4.0,2.5,2028.0,2266.0,Yes,No,12,Townhouse,639000.0,635000,-4000.0,3,Average,0,Yes,562000,17,16.54583394162132,0.692786627782601,MD
1.0,3.0,1994.0,5236.0,No,No,12,Single Family,489000.0,494000,5000.0,2,Average,0,Yes,353867,61,10.31381549983519,1.751343728420132,MD
2.0,1.0,1508.0,1958.0,No,No,45,Townhouse,749900.0,649900,-100000.0,3,Average,0,Yes,647150,84,2.9028150954104186,0.9503395216990792,DC Other
1.0,2.0,1400.0,1448.0,No,No,9,Townhouse,975000.0,975000,0.0,2,Average,0,No,934190,44,1.2246238353007282,0.6595227761374233,DC Other
2.0,2.0,1124.0,5429.0,No,No,6,Single Family,784900.0,802500,17600.0,2,Excellent,0,Yes,563290,98,3.0797618648823537,0.24290470193214928,DC Other
3.0,1.0,1712.0,3455.0,No,No,15,Townhouse,475000.0,485000,10000.0,2,Very Good,0,Yes,340355,68,4.397698610901068,1.2374157730244753,VA
4.0,3.0,1174.0,6600.0,No,No,7,Single Family,425000.0,472000,47000.0,2,Average,0,Yes,340000,66,6.652085875056219,1.5407232921418197,MD
3.0,2.5,2947.0,43560.0,No,No,30,Townhouse,545000.0,525000,-20000.0,2,Very Good,0,Yes,460000,44,11.548395858397466,0.8948468075212822,MD
4.0,3.0,1206.0,1800.0,No,No,18,Townhouse,1474999.0,1474999,0.0,2,Average,0,Yes,1346610,133,1.1019886124340625,0.17054213368710347,DC Other
3.0,1.0,600.0,5087.0,No,No,1,Single Family,949000.0,975000,26000.0,3,Average,0,Yes,815133,81,5.118013709710396,0.7259489712470655,MD
